id,tipo,x,y
N222,E,266,350
N223,S,267,350
N224,Q,268,350
N225,S,268,350
N226,Q,269,350
N227,I,270,350
N228,R,271,350
N229,S,271,350
N230,I,272,350
N231,I,273,350
N232,I,274,350
N233,R,274,350
N234,R,275,350
N235,R,276,350
N236,I,277,350
N237,S,277,350
N238,S,278,350
N239,S,279,350
N240,I,280,350
N241,Q,280,350
N242,R,281,350
N243,R,282,350
N244,Q,283,350
N245,E,283,350
N246,S,284,350
N247,Q,285,350
N248,A,286,350
N249,A,286,350
N250,I,287,350
N251,S,288,350
N252,I,289,350
N253,R,289,350
N254,Q,290,350
N255,A,291,350
N256,R,292,350
N257,A,292,350
N258,E,293,350
N259,S,294,350
N260,Q,295,350
N261,S,295,350
N262,A,296,350
N263,Q,297,350
N264,I,298,350
N265,Q,298,350
N266,Q,299,350
N267,S,300,350
N268,R,301,350
N269,S,301,350
N270,I,302,350
N271,Q,303,350
N272,E,304,350
N273,E,304,350
N274,E,305,350
N275,Q,306,350
N276,R,307,350
N277,S,307,350
N278,Q,308,350
N279,R,309,350
N280,I,310,350
N281,I,310,350
N282,R,311,350
N283,A,312,350
N284,Q,313,350
N285,S,313,350
N286,R,314,350
N287,R,315,350
N288,S,316,350
N289,R,316,350
N290,A,317,350
N291,R,318,350
N292,Q,319,350
N293,R,319,350
N294,Q,320,350
N295,S,321,350
N296,A,322,350
N297,R,322,350
N298,A,323,350
N299,A,324,350
N300,I,325,350
N301,Q,325,350
N302,S,326,350
N303,Q,327,350
N304,R,328,350
N305,R,328,350
N306,A,329,350
N307,A,330,350
N308,A,331,350
N309,R,331,350
N310,I,332,350
N311,S,333,350
N312,R,334,350
N313,E,334,350
N314,A,335,350
N315,R,336,350
N316,S,337,350
N317,S,337,350
N318,R,338,350
N319,A,339,350
N320,A,340,350
N321,S,340,350
N322,I,341,350
N323,A,342,350
N324,Q,343,350
N325,I,343,350
N326,E,344,350
N327,A,345,350
N328,S,346,350
N329,A,346,350
N330,Q,347,350
N331,I,348,350
N332,R,349,350
N333,A,349,350
N334,Q,350,350
N335,S,351,350
N336,S,352,350
N337,I,352,350
N338,I,353,350
N339,R,354,350
N340,Q,355,350
N341,E,355,350
N342,A,356,350
N343,E,357,350
N344,S,358,350
N345,I,358,350
N346,E,359,350
N347,I,360,350
N348,A,361,350
N349,S,361,350
N350,E,362,350
N351,Q,363,350
N352,E,364,350
N353,I,364,350
N354,R,365,350
N355,A,366,350
N356,R,367,350
N357,Q,367,350
N358,E,368,350
N359,S,369,350
N360,R,370,350
N361,Q,370,350
N362,A,371,350
N363,R,372,350
N364,R,373,350
N365,S,373,350
N366,Q,374,350
N367,Q,375,350
N368,A,376,350
N369,E,376,350
N370,S,377,350
N371,S,378,350
N372,S,379,350
N373,E,379,350
N374,Q,380,350
N375,I,381,350
N376,E,382,350
N377,I,382,350
N378,S,383,350
N379,E,384,350
N380,Q,385,350
N381,E,385,350
N382,R,386,350
N383,E,387,350
N384,A,388,350
N385,Q,388,350
N386,A,389,350
N387,E,390,350
N388,R,391,350
N389,R,391,350
N390,A,392,350
N391,A,393,350
N392,R,394,350
N393,R,394,350
N394,A,395,350
N395,Q,396,350
N396,S,397,350
N397,E,397,350
N398,Q,398,350
N399,E,399,350
N400,R,400,350
N401,E,400,350
N402,I,401,350
N403,S,402,350
N404,Q,403,350
N405,I,403,350
N406,E,404,350
N407,S,405,350
N408,I,406,350
N409,R,406,350
N410,A,407,350
N411,E,408,350
N412,R,409,350
N413,I,409,350
N414,E,410,350
N415,A,411,350
N416,A,412,350
N417,I,412,350
N418,E,413,350
N419,R,414,350
N420,I,415,350
N421,Q,415,350
N422,R,416,350
N423,I,417,350
N424,R,418,350
N425,A,418,350
N426,A,419,350
N427,Q,420,350
N428,I,421,350
N429,I,421,350
N430,I,422,350
N431,S,423,350
N432,I,424,350
N433,Q,424,350
N434,I,425,350
N435,I,426,350
N436,S,427,350
N437,I,427,350
N438,I,428,350
N439,R,429,350
N440,S,430,350
N441,Q,430,350
N442,S,431,350
N443,S,432,350
N444,R,433,350
N445,A,433,350
N446,A,434,350
N447,I,435,350
N448,E,436,350
N449,S,436,350
N450,Q,437,350
N451,S,438,350
N452,A,439,350
N453,E,439,350
N454,I,440,350
N455,I,441,350
N456,S,442,350
N457,S,442,350
N458,E,443,350
N459,A,444,350
N460,A,445,350
N461,S,445,350
N462,R,446,350
N463,E,447,350
N464,S,448,350
N465,Q,448,350
N466,Q,449,350
N467,S,450,350
N468,I,451,350
N469,A,451,350
N470,Q,452,350
N471,R,453,350
N472,S,454,350
N473,I,454,350
N474,Q,455,350
N475,Q,456,350
N476,E,457,350
N477,R,457,350
N478,E,458,350
N479,S,459,350
N480,S,460,350
N481,Q,460,350
N482,E,461,350
N483,R,462,350
N484,E,463,350
N485,I,463,350
N486,S,464,350
N487,R,465,350
N488,I,466,350
N489,E,466,350
N490,A,467,350
N491,E,468,350
N492,E,469,350
N493,A,469,350
N494,I,470,350
N495,S,471,350
N496,R,472,350
N497,I,472,350
N498,A,473,350
N499,E,474,350
N500,Q,475,350
N501,R,475,350
N502,E,476,350
N503,A,477,350
N504,A,478,350
N505,Q,478,350
N506,E,479,350
N507,R,480,350
N508,I,481,350
N509,A,481,350
N510,E,482,350
N511,A,483,350
N512,I,484,350
N513,I,484,350
N514,A,485,350
N515,I,486,350
N516,I,487,350
N517,S,487,350
N518,I,488,350
N519,A,489,350
N520,E,490,350
N521,A,490,350
N522,R,491,350
N523,A,492,350
N524,S,493,350
N525,R,493,350
N526,R,494,350
N527,S,495,350
N528,Q,496,350
N529,A,496,350
N530,S,497,350
N531,E,498,350
N532,A,499,350
N533,I,499,350
N534,A,500,350
N535,I,501,350
N536,R,502,350
N537,S,502,350
N538,A,503,350
N539,A,504,350
N540,S,505,350
N541,A,505,350
N542,A,506,350
N543,R,507,350
N544,S,508,350
N545,A,508,350
N546,E,509,350
N547,R,510,350
N548,E,511,350
N549,E,511,350
N550,I,512,350
N551,Q,513,350
N552,I,514,350
N553,R,514,350
N554,I,515,350
N555,A,516,350
N556,A,517,350
N557,S,517,350
N558,S,518,350
N559,Q,519,350
N560,E,520,350
N561,S,520,350
N562,I,521,350
N563,Q,522,350
N564,A,523,350
N565,I,523,350
N566,I,524,350
N567,A,525,350
N568,Q,526,350
N569,A,526,350
N570,A,527,350
N571,Q,528,350
N572,I,529,350
N573,R,529,350
N574,Q,530,350
N575,E,531,350
N576,S,532,350
N577,A,532,350
N578,I,533,350
N579,A,534,350
N580,E,535,350
N581,I,535,350
N582,S,536,350
N583,E,537,350
N584,A,538,350
N585,S,538,350
N586,A,539,350
N587,A,540,350
N588,R,541,350
N589,I,541,350
N590,Q,542,350
N591,A,543,350
N592,I,544,350
N593,Q,544,350
N594,S,545,350
N595,I,546,350
N596,R,547,350
N597,E,547,350
N598,E,548,350
N599,Q,549,350
N600,R,550,350
N601,E,550,350
N602,A,551,350
N603,Q,552,350
N604,A,553,350
N605,E,553,350
N606,Q,554,350
N607,I,555,350
N608,E,556,350
N609,S,556,350
N610,E,557,350
N611,I,558,350
N612,Q,559,350
N613,S,559,350
N614,S,560,350
N615,E,561,350
N616,Q,562,350
N617,A,562,350
N618,E,563,350
N619,E,564,350
N620,Q,565,350
N621,I,565,350
N622,S,566,350
N623,A,567,350
N624,A,568,350
N625,R,568,350
N626,S,569,350
N627,S,570,350
N628,I,571,350
N629,R,571,350
N630,R,572,350
N631,S,573,350
N632,A,574,350
N633,E,574,350
N634,E,575,350
N635,A,576,350
N636,I,577,350
N637,A,577,350
N638,S,578,350
N639,R,579,350
N640,E,580,350
N641,I,580,350
N642,E,581,350
N643,A,582,350
N644,I,583,350
N645,Q,583,350
N646,Q,584,350
N647,Q,585,350
N648,S,586,350
N649,A,586,350
N650,Q,587,350
N651,R,588,350
N652,E,589,350
N653,A,589,350
N654,E,590,350
N655,A,591,350
N656,E,592,350
N657,Q,592,350
N658,Q,593,350
N659,E,594,350
N660,R,595,350
N661,Q,595,350
N662,E,596,350
N663,I,597,350
N664,R,598,350
N665,I,598,350
N666,A,599,350
N667,R,600,350
N668,S,601,350
N669,I,601,350
N670,S,602,350
N671,I,603,350
N672,A,604,350
N673,Q,604,350
N674,S,605,350
N675,Q,606,350
N676,Q,607,350
N677,E,607,350
N678,A,608,350
N679,Q,609,350
N680,S,610,350
N681,E,610,350
N682,I,611,350
N683,R,612,350
N684,Q,613,350
N685,R,613,350
N686,S,614,350
N687,E,615,350
N688,Q,616,350
N689,Q,616,350
N690,E,617,350
N691,A,618,350
N692,S,619,350
N693,Q,619,350
N694,A,620,350
N695,A,621,350
N696,I,622,350
N697,S,622,350
N698,E,623,350
N699,A,624,350
N700,A,625,350
N701,R,625,350
N702,S,626,350
N703,Q,627,350
N704,E,628,350
N705,I,628,350
N706,I,629,350
N707,A,630,350
N708,S,631,350
N709,E,631,350
N710,Q,632,350
N711,E,633,350
N712,S,634,350
N713,R,634,350
N714,Q,635,350
N715,Q,636,350
N716,E,637,350
N717,Q,637,350
N718,Q,638,350
N719,S,639,350
N720,Q,640,350
N721,E,640,350
N722,S,641,350
N723,I,642,350
N724,I,643,350
N725,R,643,350
N726,S,644,350
N727,S,645,350
N728,R,646,350
N729,S,646,350
N730,A,647,350
N731,Q,648,350
N732,A,649,350
N733,S,649,350
N734,I,650,350
N735,R,651,350
N736,E,652,350
N737,S,652,350
N738,A,653,350
N739,E,654,350
N740,A,655,350
N741,I,655,350
N742,I,656,350
N743,A,657,350
N744,Q,658,350
N745,I,658,350
N746,R,659,350
N747,E,660,350
N748,R,661,350
N749,E,661,350
N750,I,662,350
N751,E,663,350
N752,I,664,350
N753,R,664,350
N754,A,665,350
N755,A,666,350
N756,A,667,350
N757,R,667,350
N758,R,668,350
N759,A,669,350
N760,E,670,350
N761,Q,670,350
N762,E,671,350
N763,R,672,350
N764,A,673,350
N765,I,673,350
N766,A,674,350
N767,A,675,350
N768,E,676,350
N769,R,676,350
N770,R,677,350
N771,Q,678,350
N772,I,679,350
N773,I,679,350
N774,Q,680,350
N775,E,681,350
N776,E,682,350
N777,E,682,350
N778,R,683,350
N779,I,684,350
N780,R,685,350
N781,R,685,350
N782,R,686,350
N783,S,687,350
N784,I,688,350
N785,E,688,350
N786,Q,689,350
N787,R,690,350
N788,R,691,350
N789,I,691,350
N790,R,692,350
N791,A,693,350
N792,Q,694,350
N793,Q,694,350
N794,Q,695,350
N795,A,696,350
N796,A,697,350
N797,A,697,350
N798,S,698,350
N799,E,699,350
N800,A,700,350
N801,Q,700,350
N802,S,701,350
N803,Q,702,350
N804,E,703,350
N805,I,703,350
N806,Q,704,350
N807,A,705,350
N808,S,706,350
N809,S,706,350
N810,S,707,350
N811,Q,708,350
N812,S,709,350
N813,Q,709,350
N814,S,710,350
N815,R,711,350
N816,R,712,350
N817,E,712,350
N818,Q,713,350
N819,A,714,350
N820,A,715,350
N821,E,715,350
N822,E,716,350
N823,R,717,350
N824,E,718,350
N825,R,718,350
N826,S,719,350
N827,E,720,350
N828,A,721,350
N829,A,721,350
N830,S,722,350
N831,A,723,350
N832,I,724,350
N833,R,724,350
N834,R,725,350
N835,E,726,350
N836,S,727,350
N837,S,727,350
N838,A,728,350
N839,R,729,350
N840,I,730,350
N841,E,730,350
N842,Q,731,350
N843,A,732,350
N844,R,733,350
N845,E,733,350
N846,Q,734,350
N847,R,735,350
N848,E,736,350
N849,S,736,350
N850,E,737,350
N851,S,738,350
N852,A,739,350
N853,R,739,350
N854,A,740,350
N855,A,741,350
N856,A,742,350
N857,Q,742,350
N858,Q,743,350
N859,E,744,350
N860,A,745,350
N861,R,745,350
N862,I,746,350
N863,R,747,350
N864,A,748,350
N865,I,748,350
N866,R,749,350
N867,Q,750,350
N868,A,751,350
N869,Q,751,350
N870,I,752,350
N871,E,753,350
N872,S,754,350
N873,R,754,350
N874,E,755,350
N875,I,756,350
N876,Q,757,350
N877,S,757,350
N878,S,758,350
N879,S,759,350
N880,R,760,350
N881,R,760,350
N882,R,761,350
N883,A,762,350
N884,Q,763,350
N885,E,763,350
N886,E,764,350
N887,E,765,350
N888,R,766,350
N889,S,766,350
N890,S,767,350
N891,Q,768,350
N892,I,769,350
N893,R,769,350
N894,E,770,350
N895,R,771,350
N896,Q,772,350
N897,E,772,350
N898,A,773,350
N899,R,774,350
N900,Q,775,350
N901,A,775,350
N902,R,776,350
N903,R,777,350
N904,S,778,350
N905,Q,778,350
N906,Q,779,350
N907,Q,780,350
N908,S,781,350
N909,A,781,350
N910,Q,782,350
N911,S,783,350
N912,A,784,350
N913,E,784,350
N914,I,785,350
N915,A,786,350
N916,I,787,350
N917,E,787,350
N918,A,788,350
N919,A,789,350
N920,A,790,350
N921,R,790,350
N922,A,791,350
N923,Q,792,350
N924,Q,793,350
N925,R,793,350
N926,S,794,350
N927,I,795,350
N928,A,796,350
N929,S,796,350
N930,S,797,350
N931,S,798,350
N932,R,799,350
N933,I,799,350
N934,I,800,350
N935,A,801,350
N936,S,802,350
N937,Q,802,350
N938,E,803,350
N939,R,804,350
N940,I,805,350
N941,E,805,350
N942,A,806,350
N943,E,807,350
N944,S,808,350
N945,I,808,350
N946,R,809,350
N947,S,810,350
N948,S,811,350
N949,A,811,350
N950,E,812,350
N951,S,813,350
N952,R,814,350
N953,R,814,350
N954,A,815,350
N955,Q,816,350
N956,I,817,350
N957,E,817,350
N958,S,818,350
N959,Q,819,350
N960,I,820,350
N961,S,820,350
N962,E,821,350
N963,A,822,350
N964,Q,823,350
N965,E,823,350
N966,Q,824,350
N967,I,825,350
N968,E,826,350
N969,A,826,350
N970,R,827,350
N971,Q,828,350
N972,R,829,350
N973,R,829,350
N974,A,830,350
N975,R,831,350
N976,R,832,350
N977,R,832,350
N978,R,833,350
N979,A,834,350
N980,Q,835,350
N981,A,835,350
N982,E,836,350
N983,E,837,350
N984,E,838,350
N985,R,838,350
N986,E,839,350
N987,Q,840,350
N988,Q,841,350
N989,R,841,350
N990,R,842,350
N991,S,843,350
N992,S,844,350
N993,E,844,350
N994,R,845,350
N995,I,846,350
N996,R,847,350
N997,E,847,350
N998,R,848,350
N999,A,849,350
T0,T,100,300
T1,T,107,300
T2,T,115,300
T3,T,122,300
T4,T,130,300
T5,T,137,300
T6,T,145,300
T7,T,152,300
T8,T,160,300
T9,T,167,300
T10,T,175,300
T11,T,182,300
T12,T,190,300
T13,T,197,300
T14,T,205,300
T15,T,212,300
T16,T,220,300
T17,T,227,300
T18,T,235,300
T19,T,242,300
T20,T,250,300
T21,T,257,300
T22,T,265,300
T23,T,272,300
T24,T,280,300
T25,T,287,300
T26,T,295,300
T27,T,302,300
T28,T,310,300
T29,T,317,300
T30,T,325,300
T31,T,332,300
T32,T,340,300
T33,T,347,300
T34,T,355,300
T35,T,362,300
T36,T,370,300
T37,T,377,300
T38,T,385,300
T39,T,392,300
T40,T,400,300
T41,T,407,300
T42,T,415,300
T43,T,422,300
T44,T,430,300
T45,T,437,300
T46,T,445,300
T47,T,452,300
T48,T,460,300
T49,T,467,300
T50,T,475,300
T51,T,482,300
T52,T,490,300
T53,T,497,300
T54,T,505,300
T55,T,512,300
T56,T,520,300
T57,T,527,300
T58,T,535,300
T59,T,542,300
T60,T,550,300
T61,T,557,300
T62,T,565,300
T63,T,572,300
T64,T,580,300
T65,T,587,300
T66,T,595,300
T67,T,602,300
T68,T,610,300
T69,T,617,300
T70,T,625,300
T71,T,632,300
T72,T,640,300
T73,T,647,300
T74,T,655,300
T75,T,662,300
T76,T,670,300
T77,T,677,300
T78,T,685,300
T79,T,692,300
T80,T,700,300
T81,T,707,300
T82,T,715,300
T83,T,722,300
T84,T,730,300
T85,T,737,300
T86,T,745,300
T87,T,752,300
T88,T,760,300
T89,T,767,300
T90,T,775,300
T91,T,782,300
T92,T,790,300
T93,T,797,300
T94,T,805,300
T95,T,812,300
T96,T,820,300
T97,T,827,300
T98,T,835,300
T99,T,842,300
