id,tipo,x,y
N194,R,619,539
N195,I,331,528
N196,R,666,578
N197,S,264,207
N198,A,593,157
N199,I,159,191
N200,I,695,598
N201,Q,184,481
N202,Q,209,403
N203,E,495,555
N204,I,494,401
N205,I,329,177
N206,R,887,105
N207,S,545,372
N208,E,863,345
N209,A,803,159
N210,S,597,600
N211,S,102,231
N212,S,102,593
N213,R,706,137
N214,S,580,238
N215,E,266,555
N216,E,544,397
N217,A,110,533
N218,A,100,525
N219,E,656,269
N220,Q,407,472
N221,E,568,384
N222,Q,376,538
N223,Q,364,252
N224,R,871,288
N225,R,298,571
N226,E,283,381
N227,Q,264,445
N228,I,384,206
N229,S,259,469
N230,I,182,533
N231,E,652,499
N232,A,505,134
N233,R,536,189
N234,I,574,200
N235,Q,472,376
N236,R,279,567
N237,R,769,104
N238,Q,520,335
N239,S,884,528
N240,Q,294,445
N241,E,601,261
N242,E,532,174
N243,I,483,377
N244,S,110,110
N245,R,647,561
N246,I,587,582
N247,E,364,445
N248,I,784,260
N249,S,756,459
N250,S,777,260
N251,R,212,517
N252,Q,481,203
N253,R,156,226
N254,A,236,464
N255,A,676,226
N256,Q,508,474
N257,I,714,469
N258,E,679,133
N259,I,272,490
N260,I,549,137
N261,A,436,510
N262,A,888,273
N263,S,426,233
N264,E,399,575
N265,E,126,419
N266,I,341,264
N267,A,279,460
N268,A,159,570
N269,A,403,427
N270,A,687,487
N271,Q,745,212
N272,Q,584,509
N273,S,207,212
N274,S,223,545
N275,R,620,122
N276,A,806,288
N277,A,485,105
N278,S,132,257
N279,S,878,383
N280,S,263,560
N281,A,141,490
N282,E,758,482
N283,R,738,564
N284,A,718,124
N285,R,844,271
N286,R,651,168
N287,R,415,186
N288,I,575,308
N289,A,580,543
N290,R,488,257
N291,E,269,472
N292,I,753,316
N293,E,720,419
N294,Q,762,508
N295,Q,823,433
N296,R,677,145
N297,R,809,534
N298,S,517,207
N299,I,841,189
N300,A,232,256
N301,S,893,550
N302,E,666,233
N303,A,205,331
N304,S,371,411
N305,R,706,559
N306,R,803,496
N307,I,733,540
N308,S,447,145
N309,E,206,181
N310,R,743,525
N311,A,717,344
N312,S,663,501
N313,A,218,443
N314,E,633,471
N315,I,399,322
N316,S,398,349
N317,A,683,525
N318,E,355,590
N319,A,430,221
N320,R,431,259
N321,Q,378,199
N322,S,793,591
N323,Q,504,161
N324,S,175,290
N325,R,158,542
N326,S,725,350
N327,S,788,380
N328,I,578,209
N329,R,583,114
N330,S,404,533
N331,I,751,189
N332,I,661,434
N333,R,126,592
N334,E,114,432
N335,Q,376,359
N336,A,232,288
N337,S,404,352
N338,E,476,481
N339,R,314,328
N340,S,632,301
N341,E,654,485
N342,E,765,594
N343,S,759,340
N344,A,581,249
N345,A,354,567
N346,R,375,274
N347,R,820,135
N348,Q,444,145
N349,R,521,366
N350,R,590,277
N351,S,209,505
N352,E,486,431
N353,I,743,195
N354,A,321,337
N355,Q,488,294
N356,Q,208,285
N357,I,352,355
N358,I,158,381
N359,Q,593,521
N360,S,354,249
N361,A,468,149
N362,S,646,103
N363,E,309,264
N364,I,522,147
N365,A,786,415
N366,I,154,254
N367,A,758,453
N368,S,293,130
N369,R,704,319
N370,I,329,253
N371,E,750,586
N372,E,397,319
N373,E,767,551
N374,A,816,473
N375,S,788,404
N376,I,649,564
N377,R,117,130
N378,S,769,456
N379,I,546,444
N380,S,704,283
N381,S,336,181
N382,A,841,464
N383,Q,713,578
N384,I,568,307
N385,R,371,559
N386,S,191,344
N387,S,856,221
N388,R,394,372
N389,Q,265,151
N390,S,724,550
N391,R,164,107
N392,A,224,377
N393,S,459,417
N394,R,532,531
N395,A,143,595
N396,Q,623,411
N397,I,502,122
N398,E,460,394
N399,E,209,455
N400,E,559,584
N401,Q,193,417
N402,R,307,229
N403,S,387,365
N404,Q,276,520
N405,A,115,322
N406,I,724,355
N407,A,482,329
N408,A,347,441
N409,Q,617,542
N410,E,143,522
N411,I,816,177
N412,R,200,309
N413,R,315,421
N414,S,385,448
N415,S,615,572
N416,A,540,113
N417,E,734,252
N418,E,791,459
N419,R,244,356
N420,S,582,332
N421,R,289,536
N422,S,515,561
N423,A,173,175
N424,S,650,582
N425,S,691,297
N426,A,622,362
N427,E,581,467
N428,R,113,544
N429,Q,883,525
N430,A,541,541
N431,I,896,219
N432,I,281,112
N433,A,809,401
N434,Q,263,103
N435,E,617,271
N436,E,493,380
N437,E,159,248
N438,I,443,177
N439,I,716,508
N440,R,477,494
N441,E,499,557
N442,S,218,166
N443,A,452,362
N444,Q,499,349
N445,Q,182,253
N446,S,677,506
N447,R,156,576
N448,E,619,220
N449,I,897,576
N450,R,272,128
N451,S,400,152
N452,E,148,409
N453,A,637,179
N454,E,176,450
N455,E,438,554
N456,I,204,459
N457,R,555,118
N458,Q,371,352
N459,E,813,292
N460,R,837,452
N461,R,109,255
N462,A,412,560
N463,R,857,548
N464,I,425,109
N465,I,575,110
N466,E,628,204
N467,R,434,366
N468,Q,563,120
N469,E,556,263
N470,A,609,253
N471,Q,597,274
N472,I,278,395
N473,E,670,591
N474,A,289,550
N475,E,632,225
N476,A,227,594
N477,A,301,331
N478,R,200,599
N479,A,109,240
N480,Q,211,522
N481,R,333,157
N482,Q,659,320
N483,R,163,317
N484,Q,459,454
N485,S,386,163
N486,A,399,278
N487,I,129,541
N488,S,767,145
N489,E,439,266
N490,Q,364,468
N491,R,694,424
N492,Q,108,429
N493,S,480,371
N494,I,138,127
N495,Q,210,559
N496,S,310,501
N497,Q,572,220
N498,E,429,514
N499,A,520,242
N500,E,664,295
N501,S,430,145
N502,E,825,577
N503,S,783,374
N504,S,372,229
N505,E,406,483
N506,R,395,401
N507,R,249,117
N508,Q,219,458
N509,A,201,510
N510,E,833,554
N511,S,842,574
N512,Q,326,315
N513,Q,176,163
N514,R,129,358
N515,I,764,195
N516,A,700,480
N517,A,853,330
N518,R,815,505
N519,S,553,550
N520,S,294,405
N521,R,470,331
N522,E,883,174
N523,I,419,513
N524,R,301,220
N525,A,795,155
N526,R,523,550
N527,Q,455,259
N528,A,722,531
N529,S,517,291
N530,I,649,572
N531,E,870,539
N532,I,703,277
N533,S,320,171
N534,I,518,169
N535,A,217,455
N536,E,566,343
N537,I,310,179
N538,R,186,373
N539,A,715,446
N540,I,425,132
N541,S,893,364
N542,Q,588,419
N543,I,338,216
N544,I,748,341
N545,I,790,372
N546,S,326,338
N547,S,804,395
N548,S,643,154
N549,I,881,237
N550,A,369,205
N551,S,103,565
N552,R,746,401
N553,A,645,279
N554,S,670,364
N555,E,287,568
N556,Q,491,466
N557,I,754,579
N558,S,216,158
N559,I,513,526
N560,I,288,375
N561,Q,856,523
N562,I,701,596
N563,I,138,139
N564,E,135,197
N565,A,268,202
N566,A,772,381
N567,A,431,101
N568,I,598,509
N569,E,507,521
N570,Q,408,424
N571,I,346,178
N572,E,626,204
N573,S,598,251
N574,E,528,432
N575,Q,510,438
N576,I,859,231
N577,I,782,438
N578,I,779,180
N579,I,512,445
N580,I,587,162
N581,R,401,314
N582,E,154,507
N583,I,791,199
N584,A,797,289
N585,Q,102,323
N586,S,479,149
N587,E,327,441
N588,E,181,303
N589,S,773,260
N590,I,521,174
N591,Q,291,160
N592,R,644,241
N593,R,690,473
N594,E,463,157
N595,E,337,142
N596,S,657,425
N597,R,101,324
N598,A,411,108
N599,Q,207,129
N600,E,665,529
N601,I,897,109
N602,I,527,517
N603,Q,324,194
N604,R,349,495
N605,I,617,281
N606,R,216,121
N607,Q,712,569
N608,E,280,479
N609,E,897,449
N610,S,479,516
N611,A,844,229
N612,A,872,322
N613,Q,158,130
N614,E,308,473
N615,I,301,593
N616,A,358,205
N617,I,591,274
N618,Q,617,475
N619,Q,638,356
N620,E,567,586
N621,E,540,558
N622,R,396,542
N623,R,575,303
N624,R,269,209
N625,R,823,148
N626,E,854,499
N627,S,147,295
N628,S,508,327
N629,Q,708,111
N630,R,219,141
N631,A,261,266
N632,A,161,443
N633,A,688,309
N634,R,726,583
N635,R,700,456
N636,I,398,140
N637,S,603,237
N638,S,202,100
N639,S,710,289
N640,R,723,237
N641,I,177,451
N642,E,697,132
N643,S,356,583
N644,E,571,422
N645,E,129,340
N646,R,726,241
N647,Q,764,206
N648,Q,268,428
N649,E,419,412
N650,R,182,200
N651,S,239,552
N652,A,218,277
N653,E,627,212
N654,Q,690,307
N655,S,284,268
N656,Q,840,159
N657,R,291,421
N658,E,215,248
N659,I,785,533
N660,S,744,516
N661,Q,162,413
N662,I,436,167
N663,I,507,107
N664,E,597,279
N665,Q,425,307
N666,Q,746,118
N667,S,621,255
N668,I,493,458
N669,R,838,316
N670,Q,423,504
N671,E,239,523
N672,E,707,548
N673,E,245,292
N674,E,389,516
N675,E,402,512
N676,R,167,332
N677,E,566,170
N678,R,505,143
N679,R,785,253
N680,S,292,476
N681,Q,320,508
N682,I,264,510
N683,R,510,218
N684,R,428,285
N685,R,484,354
N686,E,281,594
N687,I,196,254
N688,S,731,512
N689,Q,488,201
N690,I,261,177
N691,R,143,566
N692,I,167,337
N693,Q,792,362
N694,S,674,169
N695,Q,545,139
N696,S,782,344
N697,R,807,402
N698,Q,832,309
N699,E,110,463
N700,I,590,566
N701,I,869,472
N702,Q,770,358
N703,R,517,592
N704,R,645,558
N705,Q,334,260
N706,A,270,540
N707,E,897,356
N708,A,661,419
N709,S,728,161
N710,R,662,289
N711,S,836,286
N712,I,571,572
N713,E,130,597
N714,R,511,183
N715,R,355,127
N716,I,330,452
N717,Q,840,370
N718,S,123,485
N719,R,799,335
N720,A,870,362
N721,E,743,407
N722,I,343,415
N723,I,230,396
N724,R,545,407
N725,A,648,456
N726,A,177,149
N727,S,172,566
N728,A,187,200
N729,R,433,574
N730,A,300,430
N731,Q,429,135
N732,R,836,367
N733,Q,792,338
N734,E,342,331
N735,E,809,581
N736,A,226,251
N737,A,527,208
N738,Q,715,258
N739,E,527,341
N740,S,293,138
N741,Q,200,574
N742,A,145,304
N743,R,358,387
N744,S,202,281
N745,R,871,439
N746,Q,784,458
N747,S,749,421
N748,S,740,562
N749,E,740,459
N750,S,662,215
N751,Q,759,112
N752,E,835,172
N753,E,272,115
N754,Q,860,341
N755,S,659,305
N756,A,356,561
N757,R,292,207
N758,Q,470,598
N759,I,488,492
N760,I,101,414
N761,I,895,490
N762,A,593,463
N763,A,181,206
N764,I,569,500
N765,S,442,585
N766,A,283,452
N767,R,524,179
N768,Q,684,557
N769,R,413,496
N770,Q,432,248
N771,S,507,173
N772,Q,181,434
N773,R,706,125
N774,E,132,450
N775,R,900,391
N776,Q,809,105
N777,I,655,266
N778,E,250,514
N779,S,295,541
N780,R,157,480
N781,R,427,387
N782,I,271,348
N783,R,261,140
N784,S,266,148
N785,E,274,532
N786,R,666,275
N787,A,639,273
N788,A,262,296
N789,R,891,102
N790,Q,797,509
N791,Q,729,275
N792,Q,882,233
N793,S,581,333
N794,E,622,239
N795,R,475,444
N796,R,477,566
N797,I,784,120
N798,S,160,435
N799,Q,231,514
N800,Q,836,254
N801,A,788,201
N802,Q,541,275
N803,Q,624,136
N804,A,161,150
N805,R,889,133
N806,E,277,237
N807,I,319,117
N808,Q,832,591
N809,I,583,173
N810,I,732,382
N811,R,197,350
N812,E,273,539
N813,E,425,296
N814,S,111,303
N815,A,751,483
N816,S,548,379
N817,I,521,524
N818,S,874,316
N819,S,231,327
N820,S,867,137
N821,I,819,425
N822,E,219,196
N823,E,229,583
N824,A,155,260
N825,Q,297,528
N826,E,214,152
N827,E,349,328
N828,Q,785,230
N829,Q,556,583
N830,E,765,487
N831,A,224,538
N832,I,207,158
N833,S,695,489
N834,I,497,531
N835,I,435,535
N836,R,726,593
N837,R,585,424
N838,I,772,144
N839,I,899,509
N840,S,561,118
N841,R,637,367
N842,R,741,269
N843,S,117,201
N844,E,334,343
N845,E,640,585
N846,A,454,390
N847,Q,894,375
N848,I,763,403
N849,E,678,374
N850,Q,798,361
N851,Q,870,231
N852,Q,719,115
N853,E,396,176
N854,R,594,200
N855,Q,798,307
N856,R,437,555
N857,S,189,372
N858,Q,173,291
N859,E,640,492
N860,R,255,434
N861,Q,276,453
N862,A,813,204
N863,R,867,122
N864,I,762,367
N865,E,104,512
N866,S,783,148
N867,R,342,493
N868,E,643,165
N869,S,894,449
N870,I,225,247
N871,A,216,154
N872,Q,509,595
N873,I,869,592
N874,Q,514,383
N875,R,385,498
N876,A,505,380
N877,R,752,321
N878,E,641,236
N879,I,320,418
N880,E,346,201
N881,I,525,223
N882,I,867,104
N883,E,497,148
N884,R,719,360
N885,R,199,304
N886,A,703,588
N887,R,499,528
N888,A,495,171
N889,S,892,536
N890,Q,775,420
N891,R,837,477
N892,Q,160,529
N893,A,619,555
N894,S,879,232
N895,S,828,414
N896,Q,100,521
N897,R,787,533
N898,E,451,475
N899,Q,780,308
N900,I,551,526
N901,S,177,133
N902,E,506,148
N903,I,317,535
N904,S,718,152
N905,Q,703,200
N906,R,285,573
N907,A,217,207
N908,A,515,597
N909,Q,355,468
N910,A,410,478
N911,Q,546,396
N912,R,318,275
N913,S,385,400
N914,E,666,400
N915,S,679,180
N916,I,843,313
N917,R,682,597
N918,I,862,498
N919,A,530,297
N920,S,798,438
N921,R,102,387
N922,I,246,108
N923,R,851,500
N924,S,330,453
N925,E,450,580
N926,A,443,215
N927,Q,814,369
N928,I,289,136
N929,Q,339,195
N930,I,499,519
N931,S,835,116
N932,I,194,203
N933,E,616,266
N934,R,264,218
N935,R,620,514
N936,R,232,187
N937,R,141,550
N938,R,238,458
N939,A,148,297
N940,I,124,276
N941,I,715,399
N942,R,317,518
N943,R,327,543
N944,A,154,342
N945,R,791,204
N946,S,194,583
N947,E,688,370
N948,E,730,100
N949,S,835,130
N950,R,691,543
N951,Q,397,101
N952,E,372,494
N953,E,268,430
N954,I,808,214
N955,A,247,208
N956,R,627,540
N957,R,566,119
N958,I,863,335
N959,A,894,252
N960,Q,797,494
N961,A,243,389
N962,R,520,255
N963,A,500,330
N964,Q,654,229
N965,Q,508,176
N966,A,634,579
N967,I,745,430
N968,S,624,460
N969,E,659,352
N970,R,421,308
N971,S,215,186
N972,Q,685,217
N973,A,684,426
N974,I,134,403
N975,S,105,503
N976,E,611,240
N977,Q,723,105
N978,Q,767,228
N979,S,741,453
N980,R,863,162
N981,Q,481,411
N982,Q,333,210
N983,Q,210,205
N984,I,425,109
N985,R,139,307
N986,S,174,455
N987,I,199,447
N988,R,458,255
N989,A,217,151
N990,I,303,423
N991,S,270,401
N992,Q,733,262
N993,Q,200,367
N994,A,217,350
N995,I,363,180
N996,S,130,317
N997,A,298,340
N998,I,433,124
N999,Q,182,208
T0,T,513,364
T1,T,458,342
T2,T,473,390
T3,T,532,302
T4,T,480,327
T5,T,519,393
T6,T,541,388
T7,T,513,339
T8,T,512,331
T9,T,543,390
T10,T,479,385
T11,T,454,309
T12,T,537,322
T13,T,511,315
T14,T,516,307
T15,T,512,357
T16,T,453,330
T17,T,517,326
T18,T,472,356
T19,T,465,353
T20,T,494,309
T21,T,471,368
T22,T,477,372
T23,T,493,340
T24,T,544,397
T25,T,499,365
T26,T,518,376
T27,T,498,351
T28,T,454,379
T29,T,545,345
T30,T,482,326
T31,T,526,383
T32,T,481,317
T33,T,461,344
T34,T,501,387
T35,T,501,340
T36,T,539,398
T37,T,510,304
T38,T,458,372
T39,T,478,367
T40,T,491,355
T41,T,521,316
T42,T,544,376
T43,T,476,319
T44,T,531,333
T45,T,523,313
T46,T,503,348
T47,T,471,311
T48,T,493,342
T49,T,467,306
T50,T,469,366
T51,T,498,311
T52,T,501,383
T53,T,547,398
T54,T,495,354
T55,T,471,385
T56,T,482,356
T57,T,538,355
T58,T,482,370
T59,T,457,321
T60,T,455,322
T61,T,514,391
T62,T,479,346
T63,T,501,334
T64,T,489,396
T65,T,544,303
T66,T,457,306
T67,T,543,391
T68,T,511,337
T69,T,493,384
T70,T,476,389
T71,T,529,360
T72,T,546,327
T73,T,512,343
T74,T,454,323
T75,T,512,371
T76,T,480,400
T77,T,497,337
T78,T,512,365
T79,T,466,363
T80,T,519,327
T81,T,501,392
T82,T,452,340
T83,T,459,395
T84,T,516,376
T85,T,489,395
T86,T,549,361
T87,T,530,343
T88,T,481,324
T89,T,499,384
T90,T,537,390
T91,T,492,327
T92,T,467,345
T93,T,461,397
T94,T,544,302
T95,T,546,344
T96,T,471,356
T97,T,521,327
T98,T,469,392
T99,T,509,388
